OrderID,Date,CustomerCity,customerName,ProdName,Quantity,Price,totalSales
2471,2021-06-15,Lees Summit,Robin Thaxter,Building Your First Robot,3,24.95,74.85
2472,2021-06-15,Atlanta,Baron Beathem,Building Your Own Drone,2,24.99,49.98
2474,2021-06-15,Oklahoma City,Stacy Duxbury,SCARA Robots,3,19.5,58.5
2478,2021-06-15,Washington,Waylen O'Mohun,Single Rotor Drones,6,14.99,89.94
2473,2021-06-15,Juneau,Charlena Mayworth,Virtual Reality Basics,2,29.99,59.98
2468,2021-06-14,Dallas,Normand Ahrendsen,Panda Robot Blueprint,3,7.99,23.97
2467,2021-06-14,Houston,Vito Canwell,DC-304 Drone,3,395.0,1185.0
2466,2021-06-14,Sacramento,Allyn Hallowell,Building Your First Robot,4,24.95,99.8
2465,2021-06-14,San Jose,Mehetabel Murkin,Cartesian Robots,2,12.99,25.98
2469,2021-06-14,Tacoma,Lilyan Nannizzi,SCARA Robots,3,19.5,58.5
2470,2021-06-14,Salt Lake City,Corey McIlwreath,RCB-889 Robot,3,549.0,1647.0
2459,2021-06-13,Richmond,Brittan Reubens,BYOD-500,2,167.0,334.0
2458,2021-06-13,Des Moines,Guy Brislane,MICR-564K Drone,1,499.0,499.0
2461,2021-06-13,Sarasota,Geoffry Deere,Polar Robots,5,23.99,119.94999999999999
2464,2021-06-13,Manassas,Roby Gilbey,BYOR-3535,5,225.0,1125.0
2462,2021-06-13,Evansville,Buffy Mourant,RCB-889 Robot,5,549.0,2745.0
2460,2021-06-13,Fargo,Zonda Poolman,RQTE-554 Robot,5,684.0,3420.0
2463,2021-06-13,Wilmington,Arlena Hollyland,Industrial 3D Printing,4,49.0,196.0
2457,2021-06-12,Little Rock,Tabby O'Criane,Bsquare Robot Blueprint,3,8.99,26.97
2453,2021-06-12,New Orleans,Winni Denmead,QuadroCopter Blueprint,5,10.99,54.95
2452,2021-06-12,El Paso,Farah Brignall,DTD-7000 Drone,5,450.0,2250.0
2456,2021-06-12,San Bernardino,Curran Oaks,Drone Building Essentials,3,13.99,41.97
2454,2021-06-12,Bakersfield,Chrysler Chadwick,Photograph Drones,4,14.99,59.96
2451,2021-06-12,Anniston,Roxana Charville,BYOR-1000,3,189.0,567.0
2455,2021-06-12,Springfield,Claude Nisuis,Drone Video Techniques,3,37.99,113.97
2448,2021-06-11,Scranton,Davie Ewbanks,BYOD-550,3,179.0,537.0
2447,2021-06-11,El Paso,Myrtia Scupham,DX-145 Drone,5,250.0,1250.0
2446,2021-06-11,Atlanta,Silvano Twinterman,Understanding Arduino,3,17.5,52.5
2445,2021-06-11,Kansas City,Brandtr Hadingham,Understanding Arduino,5,17.5,87.5
2449,2021-06-11,Fort Worth,Toiboid Cowper,RLK-9920 Robot,3,699.0,2097.0
2444,2021-06-11,Shreveport,Berk Feenan,RWW-75 Robot,5,883.0,4415.0
2450,2021-06-11,Silver Spring,Annelise Genders,RXW-9807 Robot,3,599.0,1797.0
2443,2021-06-10,El Paso,Tiphany Applewhaite,Sleepy Eye Blueprint,4,11.99,47.96
2442,2021-06-10,Atlanta,Baron Beathem,BYOD-300,5,89.0,445.0
2441,2021-06-10,Fort Wayne,Siobhan Gildea,Industrial 3D Printing,2,49.0,98.0
2437,2021-06-09,Atlanta,Silvano Twinterman,Delivery Drones,2,14.99,29.98
2439,2021-06-09,Bronx,Pace Grigoroni,Fixed Wing Drones,2,15.5,31.0
2438,2021-06-09,Madison,Ravid Scoines,Spherical Robots,4,16.75,67.0
2436,2021-06-09,Idaho Falls,Adolphe Volker,BYOR-1000,3,189.0,567.0
2440,2021-06-09,Louisville,Brandea Adamsson,BYOR-3535,2,225.0,450.0
2431,2021-06-08,Decatur,Dido Thomazet,Bsquare Robot Blueprint,2,8.99,17.98
2435,2021-06-08,Albany,Riccardo McMurtyr,Sleepy Eye Blueprint,4,11.99,47.96
2432,2021-06-08,Muncie,Trista Orsman,Building Your First Robot,4,24.95,99.8
2434,2021-06-08,Torrance,Gabriella McDirmid,Building Your Own Drone,3,24.99,74.97
2433,2021-06-08,London,Jany Gillam,Fixed Wing Drones,6,15.5,93.0
2430,2021-06-08,Dallas,Mora Bisset,MICR-23K Robot,4,899.0,3596.0
2429,2021-06-07,Garland,Munmro Betke,BYOD-400,3,119.0,357.0
2426,2021-06-06,Fresno,Inna Durnill,BYOD-220,6,69.0,414.0
2424,2021-06-06,Sioux Falls,Isabel Soro,BYOD-350,3,89.95,269.85
2427,2021-06-06,Fort Worth,Toiboid Cowper,DTE-QFN20 Drone,5,250.0,1250.0
2425,2021-06-06,Springfield,Lotti Cridlon,DTE-QFN20 Drone,6,250.0,1500.0
2428,2021-06-06,Saint Louis,Rhody Hankey,Polar Robots,1,23.99,23.99
2418,2021-06-05,Corpus Christi,Nolana Duplain,Creature Robot Arms Blueprint,3,12.0,36.0
2417,2021-06-05,Tulsa,Gan Philipsson,Fixed Wing Drones,1,15.5,15.5
2419,2021-06-05,Brooklyn,Constantia Carrick,Multi Rotor Drones,3,24.95,74.85
2420,2021-06-05,Tucson,Gelya Elner,BYOR-2640S,3,189.0,567.0
2423,2021-06-05,Las Vegas,Leopold Gerty,BYOR-3000,3,214.0,642.0
2421,2021-06-05,Saint Louis,Torrin Hails,BYOR-3000,5,214.0,1070.0
2422,2021-06-05,Hartford,Frasquito Honatsch,Understanding Automation,4,44.95,179.8
2412,2021-06-04,Lancaster,Ward Kilcullen,DC-304 Drone,2,395.0,790.0
2416,2021-06-04,Springfield,Godfry Macenzy,DTE-QFN20 Drone,5,250.0,1250.0
2414,2021-06-04,Knoxville,Hendrika Tidman,RTF Drones,4,16.99,67.96
2411,2021-06-04,Madison,Jeanine Merit,Drone Video Techniques,3,37.99,113.97
2415,2021-06-04,Sacramento,Gennie Kinge,Understanding Automation,3,44.95,134.85000000000002
2413,2021-06-04,Louisville,Brandea Adamsson,Virtual Reality Basics,5,29.99,149.95
2409,2021-06-03,Sacramento,Velma Haws,Sleepy Eye Blueprint,5,11.99,59.95
2406,2021-06-03,Jackson,Audrey Scarsbrooke,BYOD-200,5,58.95,294.75
2405,2021-06-03,Pensacola,Kimberlee Brameld,GPS Drones,3,19.99,59.97
2410,2021-06-03,Houston,Ilise Wasiela,Helicopter Drones,3,20.95,62.849999999999994
2408,2021-06-03,Dearborn,Jerry Nizet,BYOR-1500,5,189.0,945.0
2407,2021-06-03,Omaha,Myriam Ravenscroftt,Robotic Essentials,1,34.99,34.99
2404,2021-06-02,San Antonio,Berenice Sambeck,BYOD-350,4,89.95,359.8
2402,2021-06-02,San Antonio,Benedikta Habben,DTI-84 Drone,1,455.0,455.0
2403,2021-06-02,Schenectady,Lynelle Teal,Single Rotor Drones,2,14.99,29.98
2401,2021-06-02,Atlanta,Nerte Shillabeer,MICR-23K Robot,3,899.0,2697.0
2399,2021-06-01,Salt Lake City,Joli Seeler,Cat Robot Blueprint,3,4.99,14.97
2396,2021-06-01,Las Cruces,Dunn Tawton,Sleepy Eye Blueprint,6,11.99,71.94
2397,2021-06-01,Dallas,Dre Donoher,DTD-7000 Drone,1,450.0,450.0
2398,2021-06-01,Detroit,Adolf Kitchenham,Understanding Arduino,1,17.5,17.5
2400,2021-06-01,Myrtle Beach,Turner Bodocs,Industrial 3D Printing,3,49.0,147.0
2394,2021-05-31,Houston,Tracie O'Keaveny,Drone Building Essentials,5,13.99,69.95
2395,2021-05-31,South Bend,Merissa Everly,Single Rotor Drones,5,14.99,74.95
2393,2021-05-31,Fort Worth,Jackqueline Romanet,Understanding 3D Printing,3,42.99,128.97
2389,2021-05-30,Harrisburg,Laurianne Tippetts,BYOD-100,6,54.0,324.0
2392,2021-05-30,Miami,Bunnie Bedboro,Photograph Drones,4,14.99,59.96
2391,2021-05-30,Pittsburgh,Stu Evason,BYOR-1000,4,189.0,756.0
2390,2021-05-30,Bakersfield,Mikol Wootton,Aerial Security,3,36.99,110.97
2387,2021-05-29,Lawrenceville,Arnuad Kellaway,BYOR-4005,2,245.0,490.0
2388,2021-05-29,San Diego,Brigham Lampkin,Robotic Essentials,6,34.99,209.94
2385,2021-05-28,Omaha,Gwyneth Goodere,BYOD-220,4,69.0,276.0
2386,2021-05-28,Philadelphia,Ethe Rawlison,RQTE-554 Robot,5,684.0,3420.0
2382,2021-05-27,Austin,Myrtie Feron,BYOD-550,4,179.0,716.0
2383,2021-05-27,Salt Lake City,Sky Moxom,Single Rotor Drones,3,14.99,44.97
2384,2021-05-27,Fort Myers,Spike Wedmore,Understanding Raspberry PI,4,28.99,115.96
2379,2021-05-26,Pompano Beach,Ethel Woolforde,All Eyes Drone Blueprint,4,9.99,39.96
2380,2021-05-26,Carol Stream,Roselle Knevit,Sleepy Eye Blueprint,3,11.99,35.97
2381,2021-05-26,Nashville,Modesty Loche,BYOR-1000,5,189.0,945.0
2376,2021-05-25,Odessa,Jobye Dobbinson,BYOD-220,3,69.0,207.0
2378,2021-05-25,San Antonio,Trude Manderson,DTD-7000 Drone,2,450.0,900.0
2377,2021-05-25,Phoenix,Halimeda Lemmanbie,Understanding Arduino,2,17.5,35.0
2375,2021-05-24,Scottsdale,Legra Domenget,BYOD-100,3,54.0,162.0
2374,2021-05-24,Lake Worth,Martainn Alenichicov,SCARA Robots,5,19.5,97.5
2371,2021-05-23,Columbus,Devi Shelborne,BYOD-550,5,179.0,895.0
2373,2021-05-23,Waco,Michael Johannesson,Multi Rotor Drones,4,24.95,99.8
2369,2021-05-23,Hollywood,Lodovico Binnie,Photograph Drones,4,14.99,59.96
2372,2021-05-23,Chicago,Fairleigh Spencley,BYOR-1000,3,189.0,567.0
2368,2021-05-23,Provo,Patsy Emloch,BYOR-1000,4,189.0,756.0
2370,2021-05-23,Modesto,Leicester Staines,BYOR-3000,2,214.0,428.0
2365,2021-05-22,Pittsburgh,Avery Avey,DC-304 Drone,2,395.0,790.0
2367,2021-05-22,Seattle,Debee Syrad,DTD-7000 Drone,2,450.0,900.0
2366,2021-05-22,Seattle,Marty Tomashov,DX-145 Drone,2,250.0,500.0
2364,2021-05-22,New York City,Candra Burgyn,Building Your Own Drone,5,24.99,124.94999999999999
2361,2021-05-21,Greensboro,Nigel Kittel,Panda Robot Blueprint,2,7.99,15.98
2363,2021-05-21,Carol Stream,Florie Boylin,Building Your First Robot,1,24.95,24.95
2362,2021-05-21,Indianapolis,Andra Faucett,Drone Building Essentials,4,13.99,55.96
2359,2021-05-20,Albany,Cherilyn Chimenti,Sleepy Eye Blueprint,3,11.99,35.97
2358,2021-05-20,North Port,Jackie Johnes,DTD-7000 Drone,4,450.0,1800.0
2360,2021-05-20,Jacksonville,Domenic Sinney,BYOR-1500,4,189.0,756.0
2354,2021-05-19,Fort Worth,Jackqueline Romanet,All Eyes Drone Blueprint,5,9.99,49.95
2353,2021-05-19,Kansas City,Alta Shakesby,Building Your Own Drone,3,24.99,74.97
2352,2021-05-19,Chicago,Mala Meneely,Helicopter Drones,3,20.95,62.849999999999994
2355,2021-05-19,Pittsburgh,Chelsy Collop,Photograph Drones,3,14.99,44.97
2356,2021-05-19,Greensboro,Earlie Mergue,RWW-75 Robot,4,883.0,3532.0
2357,2021-05-19,Lexington,Brandon Zorer,RWW-75 Robot,4,883.0,3532.0
2349,2021-05-18,Philadelphia,Birk Foort,BYOD-300,2,89.0,178.0
2350,2021-05-18,Lynchburg,Daniela Hallard,BYOD-300,2,89.0,178.0
2351,2021-05-18,Columbus,Daryle Espinas,MICR-564K Drone,4,499.0,1996.0
2344,2021-05-17,Tampa,Jorgan Gregh,DTE-QFN20 Drone,3,250.0,750.0
2342,2021-05-17,Sacramento,Tanney Hawkswood,Cartesian Robots,3,12.99,38.97
2348,2021-05-17,Dayton,Alvan Hawkslee,GPS Drones,4,19.99,79.96
2347,2021-05-17,Elizabeth,Daron McGrorty,Understanding Artificial Intelligence,5,19.5,97.5
2346,2021-05-17,San Diego,Anjanette Glendza,RLK-9920 Robot,2,699.0,1398.0
2345,2021-05-17,Spring,Marielle Gasquoine,Drone Video Techniques,3,37.99,113.97
2343,2021-05-17,Jamaica,Bunny Trevan,Understanding Drone Regulations,5,27.5,137.5
2337,2021-05-16,Oakland,Minnnie Wilbraham,Cartesian Robots,4,12.99,51.96
2336,2021-05-16,Albuquerque,Sheena Steuhlmeyer,BYOR-2640S,5,189.0,945.0
2338,2021-05-16,El Paso,Jaquenetta Matignon,MICR-23K Robot,2,899.0,1798.0
2339,2021-05-16,Phoenix,Halimeda Lemmanbie,RWW-75 Robot,2,883.0,1766.0
2340,2021-05-16,Baton Rouge,Jeanelle Rayhill,AI for Educators,5,49.95,249.75
2341,2021-05-16,New Haven,Murdoch Panks,Industrial 3D Printing,6,49.0,294.0
2331,2021-05-15,Salt Lake City,Corey McIlwreath,Drone Building Essentials,4,13.99,55.96
2335,2021-05-15,Wichita,Nancy Le Conte,Photograph Drones,1,14.99,14.99
2333,2021-05-15,Huntsville,Lenci Tomovic,RQTE-554 Robot,3,684.0,2052.0
2334,2021-05-15,Columbus,Ellie Worley,Open Source Code,3,32.95,98.850000000000009
2332,2021-05-15,Tampa,Ira Hale,Understanding Drone Regulations,4,27.5,110.0
2328,2021-05-14,Melbourne,Jobyna Jordan,All Eyes Drone Blueprint,6,9.99,59.94
2330,2021-05-14,Reading,Vivian Andretti,Ladybug Robot Blueprint,4,12.0,48.0
2327,2021-05-14,Los Angeles,Una Crosier,DA-SA702 Drone,5,399.0,1995.0
2324,2021-05-14,Little Rock,Tabby O'Criane,Fixed Wing Drones,4,15.5,62.0
2329,2021-05-14,Scottsdale,Crosby Cowland,BYOR-3535,5,225.0,1125.0
2325,2021-05-14,Chicago,Brigham Kemet,Aerial Security,2,36.99,73.98
2326,2021-05-14,Columbia,Chaim Artist,Understanding Raspberry PI,4,28.99,115.96
2320,2021-05-13,Birmingham,Ange Kieran,BYOD-220,2,69.0,138.0
2319,2021-05-13,Hartford,Daryl Wimbury,DC-304 Drone,3,395.0,1185.0
2322,2021-05-13,Washington,Yuri Dudley,Polar Robots,4,23.99,95.96
2323,2021-05-13,Hot Springs National Park,Zonnya Machon,RTF Drones,1,16.99,16.99
2321,2021-05-13,Baltimore,Addy Toohey,Understanding Arduino,3,17.5,52.5
2318,2021-05-13,North Little Rock,Geri Haddock,Understanding Automation,6,44.95,269.70000000000005
2317,2021-05-12,Evansville,Gratia Sowle,Bsquare Robot Blueprint,4,8.99,35.96
2316,2021-05-12,Pasadena,Shaw Cawston,BYOD-300,5,89.0,445.0
2314,2021-05-11,Detroit,Hyacinth Slark,Building Your Own Drone,6,24.99,149.94
2313,2021-05-11,College Station,Elisha Harmstone,BYOR-2640S,4,189.0,756.0
2315,2021-05-11,Springfield,Rivi Mikalski,BYOR-4005,4,245.0,980.0
2312,2021-05-11,Sacramento,Minna Arrigo,Mapping with Drones,4,49.0,196.0
2306,2021-05-10,Oklahoma City,Stacy Duxbury,QuadroCopter Blueprint,2,10.99,21.98
2311,2021-05-10,Winston Salem,Hermine Fruin,QuadroCopter Blueprint,3,10.99,32.97
2304,2021-05-10,Waterbury,Johanna Massei,BYOD-400,3,119.0,357.0
2307,2021-05-10,Berkeley,Cozmo Assur,Building Your First Robot,2,24.95,49.9
2305,2021-05-10,Carol Stream,Olav Wisbey,Fixed Wing Drones,1,15.5,15.5
2309,2021-05-10,Newark,Clement Milvarnie,Spherical Robots,3,16.75,50.25
2308,2021-05-10,Sacramento,Geralda Deas,RCB-889 Robot,4,549.0,2196.0
2310,2021-05-10,Tucson,Mirelle Abbatini,Mapping with Drones,4,49.0,196.0
2303,2021-05-10,Orange,Rycca Sunshine,Understanding 3D Printing,3,42.99,128.97
2302,2021-05-09,Cleveland,Renelle Frangello,BYOD-400S,2,129.95,259.9
2301,2021-05-09,Sacramento,Skipper Bolger,Building Your First Robot,4,24.95,99.8
2299,2021-05-08,Gastonia,Trudy Plowman,Cat Robot Blueprint,3,4.99,14.97
2298,2021-05-08,Des Moines,Bernita Zahor,Cartesian Robots,5,12.99,64.95
2300,2021-05-08,Fort Pierce,Orrin Novotna,Polar Robots,4,23.99,95.96
2294,2021-05-07,Tallahassee,Ave Coggeshall,All Eyes Drone Blueprint,3,9.99,29.97
2295,2021-05-07,Bronx,Desmund Grimditch,Ladybug Robot Blueprint,3,12.0,36.0
2296,2021-05-07,San Diego,Christian Kluger,BYOR-2640S,1,189.0,189.0
2297,2021-05-07,Seattle,Roselia Cullip,Drone Video Techniques,5,37.99,189.95000000000002
2291,2021-05-06,Houston,Rodi Barff,BYOD-200,3,58.95,176.85000000000002
2288,2021-05-06,Phoenix,Lilith Hughes,BYOD-550,5,179.0,895.0
2289,2021-05-06,Houston,Cloe Earngy,Multi Rotor Drones,1,24.95,24.95
2293,2021-05-06,Boca Raton,Amy Kelwaybamber,RTF Drones,1,16.99,16.99
2292,2021-05-06,Augusta,Harland Sparke,RTF Drones,3,16.99,50.97
2290,2021-05-06,Brooklyn,Maje Arens,Understanding Artificial Intelligence,4,19.5,78.0
2287,2021-05-05,Hot Springs National Park,Ivor McShirrie,Drone Building Essentials,5,13.99,69.95
2286,2021-05-05,Virginia Beach,Catlee Royle,RTF Drones,5,16.99,84.949999999999989
2285,2021-05-05,Denver,Doralyn Candey,Understanding Raspberry PI,5,28.99,144.95
2280,2021-05-04,Grand Rapids,Maisey Coultas,Cat Robot Blueprint,3,4.99,14.97
2278,2021-05-04,Omaha,Chase Watson,BYOD-400,3,119.0,357.0
2279,2021-05-04,Charlotte,Maryl Mathet,DTI-84 Drone,4,455.0,1820.0
2282,2021-05-04,New Bedford,Toinette Plitz,MICR-564K Drone,3,499.0,1497.0
2284,2021-05-04,Stockton,Sayres McAlindon,BYOR-2640S,2,189.0,378.0
2283,2021-05-04,Akron,Tessa Charette,Aerial Security,3,36.99,110.97
2281,2021-05-04,Lancaster,Ward Kilcullen,Aerial Security,5,36.99,184.95000000000002
2277,2021-05-04,Aurora,Carly Neno,Virtual Reality Basics,4,29.99,119.96
2272,2021-05-03,Lexington,Gardener Tolomio,Multi Rotor Drones,4,24.95,99.8
2275,2021-05-03,North Port,Eldridge O' Molan,Polar Robots,3,23.99,71.97
2276,2021-05-03,Tulsa,Dill Gyrgorcewicx,BYOR-3000,5,214.0,1070.0
2273,2021-05-03,New York City,Upton Brighouse,MICR-23K Robot,4,899.0,3596.0
2274,2021-05-03,Inglewood,Haleigh Coulter,RWW-75 Robot,4,883.0,3532.0
2271,2021-05-02,Washington,Nolly Kippax,DA-SA702 Drone,3,399.0,1197.0
2269,2021-05-02,Jacksonville,Dedie Pabelik,Polar Robots,4,23.99,95.96
2267,2021-05-02,Bakersfield,Flinn Neate,BYOR-3000,5,214.0,1070.0
2270,2021-05-02,Fairfield,Eva Goretti,RLK-9920 Robot,3,699.0,2097.0
2268,2021-05-02,San Luis Obispo,Beret Sheerin,Cloud Computing,4,29.99,119.96
2266,2021-05-02,Brockton,Morgan Manske,Understanding Raspberry PI,2,28.99,57.98
2262,2021-05-01,Charleston,Brandie Wooff,Panda Robot Blueprint,5,7.99,39.95
2260,2021-05-01,Dallas,Bartholemy Dunseath,Delta Robots,6,16.99,101.94
2263,2021-05-01,San Antonio,Kristofer Kneath,Fixed Wing Drones,4,15.5,62.0
2259,2021-05-01,Scranton,Tilda Pistol,Understanding Arduino,1,17.5,17.5
2264,2021-05-01,Mobile,Jessalin Bestwerthick,Understanding Artificial Intelligence,5,19.5,97.5
2261,2021-05-01,Birmingham,Eada Andrejevic,Mapping with Drones,4,49.0,196.0
2265,2021-05-01,Los Angeles,Hetti Capponer,Understanding Drone Regulations,4,27.5,110.0
2258,2021-05-01,Pittsburgh,Saundra Ambler,Virtual Reality Basics,3,29.99,89.97
2254,2021-04-30,Fairfax,Lurline Fannin,BYOD-300,2,89.0,178.0
2256,2021-04-30,Minneapolis,Langsdon Freschini,DA-SA702 Drone,2,399.0,798.0
2253,2021-04-30,Arlington,Ludwig Colman,Delivery Drones,3,14.99,44.97
2255,2021-04-30,Winter Haven,Lily O'Reilly,RTF Drones,3,16.99,50.97
2257,2021-04-30,West Palm Beach,Madelena Coom,BYOR-4005,6,245.0,1470.0
2252,2021-04-29,Philadelphia,Alvan Jepps,Photograph Drones,2,14.99,29.98
2251,2021-04-29,Lake Charles,Ediva Kenford,RCB-889 Robot,3,549.0,1647.0
2247,2021-04-28,Charlotte,Zorah Sarrell,BYOD-400S,1,129.95,129.95
2249,2021-04-28,Tulsa,Kellsie Smeeton,RWW-75 Robot,5,883.0,4415.0
2250,2021-04-28,Oakland,Loutitia Cota,RXW-9807 Robot,4,599.0,2396.0
2248,2021-04-28,Stamford,Randy Devo,Understanding Raspberry PI,4,28.99,115.96
2245,2021-04-27,Columbus,Ellie Worley,Bsquare Robot Blueprint,4,8.99,35.96
2246,2021-04-27,Winter Haven,Lily O'Reilly,DTE-QFN20 Drone,5,250.0,1250.0
2244,2021-04-27,Memphis,Randall Brusin,Delta Robots,2,16.99,33.98
2242,2021-04-26,Omaha,Halley Brisley,Building Your Own Drone,3,24.99,74.97
2241,2021-04-26,Prescott,Sherwood Waddingham,RTF Drones,1,16.99,16.99
2243,2021-04-26,Sioux Falls,Roderick Winship,BYOR-3535,4,225.0,900.0
2238,2021-04-25,Huntington,Jenda Wiley,Ladybug Robot Blueprint,3,12.0,36.0
2237,2021-04-25,New York City,Corny Baroch,Ladybug Robot Blueprint,4,12.0,48.0
2240,2021-04-25,Memphis,Junie Pharoah,Polar Robots,5,23.99,119.94999999999999
2239,2021-04-25,Lincoln,Bail MacKintosh,Understanding Automation,3,44.95,134.85000000000002
2231,2021-04-24,Anchorage,Thibaud Elloy,DA-SA702 Drone,5,399.0,1995.0
2236,2021-04-24,Denver,Amargo Funcheon,Building Your First Robot,2,24.95,49.9
2232,2021-04-24,Sioux Falls,Buiron Haycock,Aerial Security,5,36.99,184.95000000000002
2233,2021-04-24,San Diego,Anjanette Glendza,AI for Educators,2,49.95,99.9
2235,2021-04-24,San Francisco,Skelly Bubb,Open Source Code,4,32.95,131.8
2234,2021-04-24,Lexington,Brandon Zorer,Robotic Essentials,4,34.99,139.96
2230,2021-04-24,Sacramento,Padraic Osban,Understanding 3D Printing,4,42.99,171.96
2227,2021-04-23,Nashville,Nora Geffcock,Sleepy Eye Blueprint,5,11.99,59.95
2226,2021-04-23,Saint Louis,Annaliese Sheeres,BYOD-400,4,119.0,476.0
2223,2021-04-23,Cincinnati,Marleah Suggett,BYOD-500,1,167.0,167.0
2229,2021-04-23,Los Angeles,Debera McKinlay,Building Your First Robot,4,24.95,99.8
2225,2021-04-23,Sacramento,Cyrus Ranking,Building Your Own Drone,3,24.99,74.97
2228,2021-04-23,Galveston,Elicia Scorrer,Multi Rotor Drones,3,24.95,74.85
2224,2021-04-23,Nashville,Auberta Sweetnam,BYOR-3000,4,214.0,856.0
2222,2021-04-22,San Francisco,Rona Kunisch,Ladybug Robot Blueprint,2,12.0,24.0
2218,2021-04-22,Winston Salem,Eadith Chicchelli,Panda Robot Blueprint,2,7.99,15.98
2217,2021-04-22,Augusta,Harland Sparke,DC-304 Drone,3,395.0,1185.0
2219,2021-04-22,Oklahoma City,Starlene Klausen,DC-304 Drone,4,395.0,1580.0
2220,2021-04-22,Pasadena,Jarrod Ascrofte,Polar Robots,6,23.99,143.94
2216,2021-04-22,Cedar Rapids,Galen MacKereth,BYOR-4005,5,245.0,1225.0
2221,2021-04-22,Madison,Binky Waiton,Cloud Computing,3,29.99,89.97
2214,2021-04-21,Spokane,Leslie Probet,QuadroCopter Blueprint,5,10.99,54.95
2215,2021-04-21,Las Cruces,Yuma Thies,BYOD-220,2,69.0,138.0
2212,2021-04-20,Washington,Bliss Cordoba,BYOD-400S,4,129.95,519.8
2213,2021-04-20,Stamford,Randy Devo,Cartesian Robots,4,12.99,51.96
2211,2021-04-20,Whittier,Chev Lisett,RCB-889 Robot,4,549.0,2196.0
2210,2021-04-20,San Jose,Anastasie Lawlings,Cloud Computing,3,29.99,89.97
2208,2021-04-19,Los Angeles,Diahann Hoult,All Eyes Drone Blueprint,3,9.99,29.97
2203,2021-04-19,Minneapolis,Gianina Rewcassell,BYOD-500,3,167.0,501.0
2204,2021-04-19,Washington,Daisie Connelly,DTD-7000 Drone,4,450.0,1800.0
2206,2021-04-19,Gastonia,Harlen Phelan,Understanding Artificial Intelligence,2,19.5,39.0
2207,2021-04-19,Monticello,Torrie Coytes,Open Source Code,5,32.95,164.75
2209,2021-04-19,Greenville,Dory Drysdale,Understanding Raspberry PI,5,28.99,144.95
2205,2021-04-19,Baton Rouge,Jethro Breagan,Virtual Reality Basics,4,29.99,119.96
2202,2021-04-18,Carson City,Efren Corley,QuadroCopter Blueprint,3,10.99,32.97
2199,2021-04-18,Houston,Cherye Bartolomeoni,DTI-84 Drone,4,455.0,1820.0
2201,2021-04-18,Bradenton,Willard Sayer,Delta Robots,5,16.99,84.949999999999989
2198,2021-04-18,Pompano Beach,Thatcher McQuillan,Polar Robots,5,23.99,119.94999999999999
2200,2021-04-18,Fort Lauderdale,Merl Hasslocher,Spherical Robots,6,16.75,100.5
2195,2021-04-17,El Paso,Cornelle Van der Hoeven,BYOD-500,3,167.0,501.0
2196,2021-04-17,Sarasota,Marta Diben,DX-145 Drone,4,250.0,1000.0
2197,2021-04-17,Milwaukee,Yves Althrop,Understanding Raspberry PI,3,28.99,86.97
2193,2021-04-16,Kansas City,Brandtr Hadingham,BYOR-1500,2,189.0,378.0
2194,2021-04-16,Lincoln,Bail MacKintosh,BYOR-3000,2,214.0,428.0
2191,2021-04-16,Toledo,Ned Valentinuzzi,RQTE-554 Robot,4,684.0,2736.0
2192,2021-04-16,Stamford,Pattin Wallman,RQTE-554 Robot,4,684.0,2736.0
2190,2021-04-16,Boise,Germaine Farran,Understanding Raspberry PI,5,28.99,144.95
2184,2021-04-15,Carson City,Efren Corley,Bsquare Robot Blueprint,1,8.99,8.99
2189,2021-04-15,Des Moines,Riki Oxtiby,Panda Robot Blueprint,5,7.99,39.95
2188,2021-04-15,Minneapolis,Bobbie Tomczynski,Sleepy Eye Blueprint,1,11.99,11.99
2183,2021-04-15,Elizabeth,Derk Duddan,BYOD-400,3,119.0,357.0
2185,2021-04-15,El Paso,Jewel Prandoni,BYOD-500,4,167.0,668.0
2187,2021-04-15,Corpus Christi,Rubi Benedek,DA-SA702 Drone,3,399.0,1197.0
2186,2021-04-15,Richmond,Faber Boosey,Articulated Robots,6,23.99,143.94
2179,2021-04-14,Cincinnati,Cassandry Schult,DTE-QFN20 Drone,5,250.0,1250.0
2178,2021-04-14,Corpus Christi,Brok De Morena,DTI-84 Drone,2,455.0,910.0
2181,2021-04-14,Inglewood,Beatrisa Drew-Clifton,Articulated Robots,2,23.99,47.98
2180,2021-04-14,Washington,Britt Martygin,Delivery Drones,5,14.99,74.95
2182,2021-04-14,Lincoln,Nona Clandillon,BYOR-1000,3,189.0,567.0
2177,2021-04-13,Cedar Rapids,Anson Anfusso,Bsquare Robot Blueprint,3,8.99,26.97
2176,2021-04-13,Richmond,Free Stebbings,BYOD-500,5,167.0,835.0
2173,2021-04-12,Paterson,Helaina Bambury,Panda Robot Blueprint,2,7.99,15.98
2175,2021-04-12,Anchorage,Giovanni Kirkhouse,DC-304 Drone,3,395.0,1185.0
2171,2021-04-12,Seattle,Deonne Di Batista,Cartesian Robots,3,12.99,38.97
2170,2021-04-12,Augusta,Harland Sparke,Polar Robots,2,23.99,47.98
2174,2021-04-12,Charleston,Ashlee Ghiron,Single Rotor Drones,6,14.99,89.94
2172,2021-04-12,Waco,Shaine McGrann,AI for Educators,3,49.95,149.85000000000002
2167,2021-04-11,Myrtle Beach,Turner Bodocs,All Eyes Drone Blueprint,6,9.99,59.94
2166,2021-04-11,Chicago,Emyle Capron,BYOD-350,6,89.95,539.7
